Emp_ID,Department,Tenure_Months,Base_Salary,Voluntary_Turnover,Exit_Interview
1087,Manufacturing,24,147851,No,N/A - Active Employee
1088,Manufacturing,25,102995,No,N/A - Active Employee
1089,Manufacturing,15,109570,No,N/A - Active Employee
1090,Manufacturing,9,141314,No,N/A - Active Employee
1091,Engineering,59,87481,No,N/A - Active Employee
1092,Manufacturing,36,102462,No,N/A - Active Employee
1093,Manufacturing,14,107875,No,N/A - Active Employee
1094,Manufacturing,48,84396,No,N/A - Active Employee
1095,Engineering,50,64917,No,N/A - Active Employee
1096,Manufacturing,58,85537,Yes,"Great team, but the manufacturing shifts are difficult to sustain."
1097,Manufacturing,10,70113,No,N/A - Active Employee
1098,Manufacturing,38,120811,No,N/A - Active Employee
1099,Sales,58,60645,No,N/A - Active Employee
1100,Sales,48,88484,No,N/A - Active Employee
1101,Engineering,14,139578,No,N/A - Active Employee
1102,Manufacturing,53,111175,No,N/A - Active Employee
1103,Sales,25,120415,No,N/A - Active Employee
1104,Engineering,29,120166,No,N/A - Active Employee
1105,Engineering,33,86849,No,N/A - Active Employee
1106,Manufacturing,46,116908,No,N/A - Active Employee
1107,Manufacturing,8,79904,No,N/A - Active Employee
1108,Manufacturing,32,117195,No,N/A - Active Employee
1109,Sales,49,121476,No,N/A - Active Employee
1110,Manufacturing,33,138852,No,N/A - Active Employee
1111,Manufacturing,17,142757,No,N/A - Active Employee
1112,Manufacturing,4,62158,Yes,"The hiring volume is intense, and trainer availability is limited."
1113,Manufacturing,33,86922,No,N/A - Active Employee
1114,Manufacturing,42,109240,Yes,"Great team, but the manufacturing shifts are difficult to sustain."
1115,Sales,33,88940,No,N/A - Active Employee
1116,Engineering,58,115672,No,N/A - Active Employee
1117,Engineering,36,136881,No,N/A - Active Employee
1118,Manufacturing,30,83223,No,N/A - Active Employee
1119,Engineering,4,140403,No,N/A - Active Employee
1120,Manufacturing,33,139381,Yes,"Great team, but the manufacturing shifts are difficult to sustain."
1121,Engineering,10,142263,No,N/A - Active Employee
1122,Manufacturing,43,66618,Yes,I was not fully trained on the optical assembly workflow.
1123,Manufacturing,10,86383,No,N/A - Active Employee
1124,Manufacturing,54,71169,No,N/A - Active Employee
1125,Manufacturing,18,70828,No,N/A - Active Employee
1126,Manufacturing,26,64782,Yes,"The floor is moving fast, and new hires need more support."
1127,Manufacturing,9,99599,No,N/A - Active Employee
1128,Manufacturing,13,67850,No,N/A - Active Employee
1129,Manufacturing,55,86618,No,N/A - Active Employee
1130,Manufacturing,17,148322,No,N/A - Active Employee
1131,Sales,31,139547,No,N/A - Active Employee
1132,Manufacturing,58,144337,No,N/A - Active Employee
1133,Manufacturing,37,63297,No,N/A - Active Employee
1134,Manufacturing,3,119481,Yes,"The floor is moving fast, and new hires need more support."
1135,Manufacturing,22,117049,No,N/A - Active Employee
1136,Sales,23,71948,No,N/A - Active Employee
1137,Manufacturing,17,141556,No,N/A - Active Employee
1138,Engineering,15,96393,No,N/A - Active Employee
1139,Manufacturing,30,147900,Yes,"Great team, but the manufacturing shifts are difficult to sustain."
1140,Manufacturing,23,70257,Yes,I was not fully trained on the optical assembly workflow.
1141,Manufacturing,18,118511,No,N/A - Active Employee
1142,Sales,25,71766,No,N/A - Active Employee
1143,Manufacturing,21,145493,No,N/A - Active Employee
1144,Manufacturing,14,114683,No,N/A - Active Employee
1145,Manufacturing,27,66809,No,N/A - Active Employee
1146,Manufacturing,56,79334,Yes,"The floor is moving fast, and new hires need more support."
1147,Manufacturing,30,92335,Yes,I was not fully trained on the optical assembly workflow.
1148,Manufacturing,36,61157,No,N/A - Active Employee
1149,Manufacturing,59,60784,No,N/A - Active Employee
1150,Engineering,37,143293,No,N/A - Active Employee
1151,Sales,14,148306,No,N/A - Active Employee
1152,Manufacturing,24,108259,Yes,"The hiring volume is intense, and trainer availability is limited."
1153,Manufacturing,29,141245,No,N/A - Active Employee
1154,Manufacturing,29,118970,No,N/A - Active Employee
1155,Engineering,9,62524,No,N/A - Active Employee
1156,Manufacturing,7,124304,No,N/A - Active Employee
1157,Engineering,21,61631,No,N/A - Active Employee
1158,Engineering,54,133485,No,N/A - Active Employee
1159,Engineering,43,93027,No,N/A - Active Employee
1160,Manufacturing,50,72713,No,N/A - Active Employee
1161,Sales,11,83268,No,N/A - Active Employee
1162,Manufacturing,25,121501,No,N/A - Active Employee
1163,Manufacturing,35,136223,No,N/A - Active Employee
1164,Manufacturing,26,111365,No,N/A - Active Employee
1165,Manufacturing,25,74443,No,N/A - Active Employee
1166,Engineering,22,141013,No,N/A - Active Employee
1167,Engineering,4,131158,No,N/A - Active Employee
1168,Manufacturing,51,96888,No,N/A - Active Employee
1169,Sales,56,109901,No,N/A - Active Employee
1170,Manufacturing,5,146753,Yes,"Great team, but the manufacturing shifts are difficult to sustain."
1171,Manufacturing,25,93965,No,N/A - Active Employee
1172,Manufacturing,31,62319,No,N/A - Active Employee
1173,Sales,47,73114,No,N/A - Active Employee
1174,Manufacturing,59,114028,No,N/A - Active Employee
1175,Manufacturing,25,149792,No,N/A - Active Employee
1176,Manufacturing,45,126591,Yes,"The hiring volume is intense, and trainer availability is limited."
1177,Sales,56,115618,No,N/A - Active Employee
1178,Sales,49,89070,No,N/A - Active Employee
1179,Engineering,18,99544,No,N/A - Active Employee
1180,Sales,49,63453,No,N/A - Active Employee
1181,Sales,25,93401,No,N/A - Active Employee
1182,Manufacturing,2,116112,Yes,"The hiring volume is intense, and trainer availability is limited."
1183,Manufacturing,45,141515,Yes,I was not fully trained on the optical assembly workflow.
1184,Engineering,50,143018,Yes,"The floor is moving fast, and new hires need more support."
1185,Engineering,21,133907,Yes,"The hiring volume is intense, and trainer availability is limited."
1186,Manufacturing,27,61934,No,N/A - Active Employee
1187,Manufacturing,22,133006,No,N/A - Active Employee
1188,Engineering,7,79675,No,N/A - Active Employee
1189,Manufacturing,59,115457,No,N/A - Active Employee
1190,Sales,2,145174,No,N/A - Active Employee
1191,Manufacturing,33,139916,No,N/A - Active Employee
1192,Manufacturing,1,119796,Yes,"The floor is moving fast, and new hires need more support."
1193,Engineering,41,86935,No,N/A - Active Employee
1194,Manufacturing,54,106879,Yes,"The floor is moving fast, and new hires need more support."
1195,Manufacturing,38,123333,No,N/A - Active Employee
1196,Manufacturing,36,106279,Yes,I was not fully trained on the optical assembly workflow.
1197,Sales,49,96400,No,N/A - Active Employee
1198,Manufacturing,58,96255,No,N/A - Active Employee
1199,Manufacturing,51,113999,No,N/A - Active Employee
1200,Engineering,14,63220,No,N/A - Active Employee
1201,Sales,34,149833,No,N/A - Active Employee
1202,Manufacturing,49,69185,No,N/A - Active Employee
1203,Manufacturing,18,148607,No,N/A - Active Employee
1204,Manufacturing,40,63183,No,N/A - Active Employee
1205,Manufacturing,2,106135,Yes,I was not fully trained on the optical assembly workflow.
1206,Manufacturing,52,97582,No,N/A - Active Employee
1207,Engineering,37,111647,No,N/A - Active Employee
1208,Manufacturing,44,99021,No,N/A - Active Employee
1209,Manufacturing,49,140758,No,N/A - Active Employee
1210,Engineering,13,61499,Yes,"The hiring volume is intense, and trainer availability is limited."
1211,Manufacturing,27,148707,No,N/A - Active Employee
1212,Manufacturing,51,122049,Yes,"Great team, but the manufacturing shifts are difficult to sustain."
1213,Engineering,10,130074,No,N/A - Active Employee
1214,Engineering,49,72582,No,N/A - Active Employee
1215,Engineering,17,65866,No,N/A - Active Employee
1216,Manufacturing,34,95732,No,N/A - Active Employee
1217,Manufacturing,31,89037,Yes,"Great team, but the manufacturing shifts are difficult to sustain."
1218,Sales,41,130466,Yes,"The floor is moving fast, and new hires need more support."
1219,Manufacturing,50,140690,No,N/A - Active Employee
1220,Manufacturing,21,98471,No,N/A - Active Employee
1221,Manufacturing,11,129151,No,N/A - Active Employee
1222,Engineering,25,65360,No,N/A - Active Employee
1223,Sales,37,126800,No,N/A - Active Employee
1224,Manufacturing,45,68940,No,N/A - Active Employee
1225,Sales,45,120113,No,N/A - Active Employee
1226,Manufacturing,21,94393,No,N/A - Active Employee
1227,Manufacturing,56,97373,Yes,"The floor is moving fast, and new hires need more support."
1228,Engineering,5,84871,Yes,I was not fully trained on the optical assembly workflow.
1229,Manufacturing,7,96291,No,N/A - Active Employee
1230,Manufacturing,2,138697,Yes,"The floor is moving fast, and new hires need more support."
1231,Manufacturing,55,132803,No,N/A - Active Employee
1232,Sales,11,90628,No,N/A - Active Employee
1233,Manufacturing,36,86440,No,N/A - Active Employee
1234,Sales,48,105820,No,N/A - Active Employee
1235,Engineering,46,121634,No,N/A - Active Employee
1236,Manufacturing,56,76410,No,N/A - Active Employee
1237,Engineering,4,125358,No,N/A - Active Employee
1238,Manufacturing,25,145382,No,N/A - Active Employee
1239,Manufacturing,30,136010,No,N/A - Active Employee
1240,Engineering,42,109344,No,N/A - Active Employee
1241,Engineering,37,88789,Yes,"Great team, but the manufacturing shifts are difficult to sustain."
1242,Manufacturing,34,89114,No,N/A - Active Employee
1243,Manufacturing,19,126770,No,N/A - Active Employee
1244,Engineering,7,100936,No,N/A - Active Employee
1245,Sales,26,69584,No,N/A - Active Employee
1246,Engineering,16,120988,Yes,"Great team, but the manufacturing shifts are difficult to sustain."
1247,Manufacturing,33,72425,No,N/A - Active Employee
1248,Manufacturing,48,148821,Yes,I was not fully trained on the optical assembly workflow.
1249,Manufacturing,33,97560,No,N/A - Active Employee
1250,Engineering,35,90779,No,N/A - Active Employee
1251,Sales,3,64970,No,N/A - Active Employee
1252,Manufacturing,39,75095,No,N/A - Active Employee
1253,Manufacturing,26,145292,No,N/A - Active Employee
1254,Manufacturing,8,108340,No,N/A - Active Employee
1255,Engineering,13,141170,No,N/A - Active Employee
1256,Engineering,47,146032,No,N/A - Active Employee
1257,Manufacturing,55,64404,No,N/A - Active Employee
1258,Manufacturing,30,94270,No,N/A - Active Employee
1259,Manufacturing,58,135448,No,N/A - Active Employee
1260,Manufacturing,11,104610,No,N/A - Active Employee
1261,Engineering,18,105798,No,N/A - Active Employee
1262,Manufacturing,55,111308,Yes,I was not fully trained on the optical assembly workflow.
1263,Manufacturing,11,123176,No,N/A - Active Employee
1264,Sales,39,144487,No,N/A - Active Employee
1265,Manufacturing,13,139823,No,N/A - Active Employee
1266,Manufacturing,20,116258,No,N/A - Active Employee
1267,Manufacturing,29,111927,No,N/A - Active Employee
1268,Manufacturing,22,92489,No,N/A - Active Employee
1269,Manufacturing,52,70469,No,N/A - Active Employee
1270,Manufacturing,58,123810,No,N/A - Active Employee
1271,Manufacturing,30,60232,No,N/A - Active Employee
1272,Manufacturing,31,122835,No,N/A - Active Employee
1273,Manufacturing,4,104722,Yes,"The hiring volume is intense, and trainer availability is limited."
1274,Engineering,14,130783,No,N/A - Active Employee
1275,Manufacturing,3,145430,Yes,"The hiring volume is intense, and trainer availability is limited."
1276,Manufacturing,51,109768,No,N/A - Active Employee
1277,Manufacturing,14,111535,No,N/A - Active Employee
1278,Sales,21,103863,Yes,"Great team, but the manufacturing shifts are difficult to sustain."
1279,Sales,50,93564,No,N/A - Active Employee
1280,Manufacturing,43,67998,No,N/A - Active Employee
1281,Manufacturing,37,62782,No,N/A - Active Employee
1282,Manufacturing,3,125070,Yes,I was not fully trained on the optical assembly workflow.
1283,Manufacturing,34,142348,No,N/A - Active Employee
1284,Manufacturing,34,64846,No,N/A - Active Employee
1285,Manufacturing,19,89444,No,N/A - Active Employee
1286,Manufacturing,44,114738,No,N/A - Active Employee
1287,Manufacturing,55,123429,No,N/A - Active Employee
1288,Manufacturing,16,126175,No,N/A - Active Employee
1289,Manufacturing,20,122481,No,N/A - Active Employee
1290,Engineering,20,67547,No,N/A - Active Employee
1291,Manufacturing,50,82849,No,N/A - Active Employee
1292,Sales,5,102231,No,N/A - Active Employee
1293,Manufacturing,53,65739,No,N/A - Active Employee
1294,Engineering,46,90886,Yes,"Great team, but the manufacturing shifts are difficult to sustain."
1295,Sales,29,94650,No,N/A - Active Employee
1296,Sales,35,148028,No,N/A - Active Employee
1297,Engineering,53,88541,No,N/A - Active Employee
1298,Engineering,46,147423,No,N/A - Active Employee
1299,Engineering,17,123023,No,N/A - Active Employee
1300,Engineering,3,122304,No,N/A - Active Employee
1301,Manufacturing,39,133780,No,N/A - Active Employee
1302,Manufacturing,9,135808,No,N/A - Active Employee
1303,Manufacturing,6,80020,No,N/A - Active Employee
1304,Sales,58,97882,No,N/A - Active Employee
1305,Manufacturing,28,107540,No,N/A - Active Employee
1306,Manufacturing,39,147908,No,N/A - Active Employee
1307,Engineering,13,63654,No,N/A - Active Employee
1308,Manufacturing,7,102910,No,N/A - Active Employee
1309,Manufacturing,4,79283,Yes,I was not fully trained on the optical assembly workflow.
1310,Manufacturing,21,78612,Yes,"The floor is moving fast, and new hires need more support."
1311,Manufacturing,1,128558,Yes,"The floor is moving fast, and new hires need more support."
1312,Manufacturing,25,78170,No,N/A - Active Employee
1313,Manufacturing,20,131405,No,N/A - Active Employee
1314,Manufacturing,32,149453,No,N/A - Active Employee
1315,Manufacturing,35,129876,No,N/A - Active Employee
1316,Manufacturing,19,75292,No,N/A - Active Employee
1317,Engineering,27,72814,No,N/A - Active Employee
1318,Manufacturing,5,99341,No,N/A - Active Employee
1319,Sales,18,109593,No,N/A - Active Employee
1320,Sales,58,130050,No,N/A - Active Employee
1321,Manufacturing,59,98043,No,N/A - Active Employee
1322,Manufacturing,29,75035,No,N/A - Active Employee
1323,Manufacturing,56,149233,No,N/A - Active Employee
1324,Engineering,30,141410,No,N/A - Active Employee
1325,Engineering,8,118866,Yes,I was not fully trained on the optical assembly workflow.
1326,Engineering,52,122591,No,N/A - Active Employee
1327,Manufacturing,25,144168,No,N/A - Active Employee
1328,Engineering,37,102737,No,N/A - Active Employee
1329,Manufacturing,39,73081,No,N/A - Active Employee
1330,Engineering,19,114536,No,N/A - Active Employee
1331,Manufacturing,44,100578,No,N/A - Active Employee
1332,Engineering,30,131977,No,N/A - Active Employee
1333,Sales,22,129444,Yes,"The hiring volume is intense, and trainer availability is limited."
1334,Manufacturing,18,102429,No,N/A - Active Employee
1335,Engineering,45,93107,No,N/A - Active Employee
1336,Manufacturing,15,97984,No,N/A - Active Employee
1337,Engineering,8,116925,No,N/A - Active Employee
1338,Manufacturing,53,117332,No,N/A - Active Employee
1339,Sales,20,106053,No,N/A - Active Employee
1340,Manufacturing,38,107869,No,N/A - Active Employee
1341,Sales,43,149273,No,N/A - Active Employee
1342,Engineering,50,82836,Yes,I was not fully trained on the optical assembly workflow.
1343,Manufacturing,37,75648,No,N/A - Active Employee
1344,Engineering,42,131925,No,N/A - Active Employee
1345,Engineering,50,144181,No,N/A - Active Employee
1346,Sales,56,114781,No,N/A - Active Employee
1347,Manufacturing,3,96141,Yes,"The floor is moving fast, and new hires need more support."
1348,Manufacturing,44,91365,No,N/A - Active Employee
1349,Manufacturing,11,102119,No,N/A - Active Employee
1350,Engineering,53,64721,No,N/A - Active Employee
1351,Manufacturing,3,107574,Yes,"The floor is moving fast, and new hires need more support."
1352,Manufacturing,15,84263,No,N/A - Active Employee
1353,Manufacturing,12,83882,No,N/A - Active Employee
1354,Manufacturing,36,110431,No,N/A - Active Employee
1355,Manufacturing,1,146729,Yes,"The hiring volume is intense, and trainer availability is limited."
1356,Engineering,2,78527,No,N/A - Active Employee
1357,Engineering,30,142033,No,N/A - Active Employee
1358,Manufacturing,58,106746,No,N/A - Active Employee
1359,Manufacturing,32,147561,No,N/A - Active Employee
1360,Sales,27,94399,No,N/A - Active Employee
1361,Manufacturing,39,149722,No,N/A - Active Employee
1362,Manufacturing,33,119396,No,N/A - Active Employee
1363,Manufacturing,23,120282,No,N/A - Active Employee
1364,Engineering,35,110689,Yes,I was not fully trained on the optical assembly workflow.
1365,Manufacturing,1,100651,Yes,"The floor is moving fast, and new hires need more support."
1366,Engineering,15,107260,No,N/A - Active Employee
1367,Engineering,40,136566,No,N/A - Active Employee
1368,Manufacturing,21,131311,No,N/A - Active Employee
1369,Sales,4,62142,No,N/A - Active Employee
1370,Engineering,8,122515,No,N/A - Active Employee
1371,Manufacturing,52,135096,Yes,"Great team, but the manufacturing shifts are difficult to sustain."
1372,Manufacturing,20,126972,No,N/A - Active Employee
1373,Manufacturing,2,104755,Yes,"The hiring volume is intense, and trainer availability is limited."
1374,Manufacturing,43,90196,No,N/A - Active Employee
1375,Manufacturing,32,120589,No,N/A - Active Employee
1376,Sales,27,119731,No,N/A - Active Employee
1377,Manufacturing,53,93664,No,N/A - Active Employee
1378,Manufacturing,19,96571,No,N/A - Active Employee
1379,Engineering,34,93176,Yes,"The hiring volume is intense, and trainer availability is limited."
1380,Manufacturing,44,64049,No,N/A - Active Employee
1381,Sales,36,62854,No,N/A - Active Employee
1382,Engineering,13,67477,Yes,"Great team, but the manufacturing shifts are difficult to sustain."
1383,Manufacturing,41,98141,No,N/A - Active Employee
1384,Manufacturing,44,105937,No,N/A - Active Employee
1385,Sales,8,96751,No,N/A - Active Employee
1386,Engineering,10,145965,No,N/A - Active Employee
1387,Sales,40,80231,No,N/A - Active Employee
1388,Manufacturing,8,95366,No,N/A - Active Employee
1389,Sales,52,82259,No,N/A - Active Employee
1390,Engineering,7,86977,No,N/A - Active Employee
1391,Manufacturing,58,112572,No,N/A - Active Employee
1392,Manufacturing,40,87891,No,N/A - Active Employee
1393,Engineering,27,88599,No,N/A - Active Employee
1394,Manufacturing,16,120374,No,N/A - Active Employee
1395,Manufacturing,21,134722,No,N/A - Active Employee
1396,Engineering,45,79130,Yes,"Great team, but the manufacturing shifts are difficult to sustain."
1397,Manufacturing,45,70024,No,N/A - Active Employee
1398,Manufacturing,13,81553,No,N/A - Active Employee
1399,Manufacturing,33,111988,No,N/A - Active Employee
1400,Manufacturing,59,146371,No,N/A - Active Employee
1401,Sales,16,74404,No,N/A - Active Employee
1402,Engineering,41,63849,No,N/A - Active Employee
1403,Manufacturing,11,107541,No,N/A - Active Employee
1404,Sales,50,149183,No,N/A - Active Employee
1405,Sales,11,109729,No,N/A - Active Employee
1406,Manufacturing,18,143202,No,N/A - Active Employee
1407,Engineering,28,117806,No,N/A - Active Employee
1408,Manufacturing,22,62844,No,N/A - Active Employee
1409,Sales,11,98468,No,N/A - Active Employee
1410,Engineering,38,129304,No,N/A - Active Employee
1411,Engineering,2,105852,Yes,I was not fully trained on the optical assembly workflow.
1412,Manufacturing,59,77531,No,N/A - Active Employee
1413,Sales,4,76285,No,N/A - Active Employee
1414,Manufacturing,20,119718,No,N/A - Active Employee
1415,Manufacturing,55,101671,No,N/A - Active Employee
1416,Manufacturing,10,111671,No,N/A - Active Employee
1417,Engineering,5,93572,Yes,"Great team, but the manufacturing shifts are difficult to sustain."
1418,Manufacturing,44,90513,Yes,I was not fully trained on the optical assembly workflow.
1419,Sales,5,119951,No,N/A - Active Employee
1420,Engineering,54,60698,No,N/A - Active Employee
1421,Manufacturing,27,99133,No,N/A - Active Employee
1422,Manufacturing,52,93362,No,N/A - Active Employee
1423,Manufacturing,15,130140,No,N/A - Active Employee
1424,Engineering,9,125557,No,N/A - Active Employee
1425,Engineering,57,98339,No,N/A - Active Employee
1426,Manufacturing,45,83644,No,N/A - Active Employee
1427,Engineering,54,81219,No,N/A - Active Employee
1428,Manufacturing,19,79013,No,N/A - Active Employee
1429,Engineering,24,84631,No,N/A - Active Employee
1430,Sales,35,128451,Yes,"Great team, but the manufacturing shifts are difficult to sustain."
1431,Engineering,27,64075,No,N/A - Active Employee
1432,Engineering,15,62351,No,N/A - Active Employee
1433,Engineering,23,108592,No,N/A - Active Employee
1434,Manufacturing,36,80110,No,N/A - Active Employee
1435,Manufacturing,3,134779,No,N/A - Active Employee
1436,Manufacturing,20,127698,No,N/A - Active Employee
1437,Manufacturing,18,129220,No,N/A - Active Employee
1438,Engineering,5,101132,No,N/A - Active Employee
1439,Engineering,8,99401,No,N/A - Active Employee
1440,Sales,30,98302,No,N/A - Active Employee
1441,Manufacturing,7,77650,No,N/A - Active Employee
1442,Engineering,21,111059,No,N/A - Active Employee
1443,Manufacturing,34,137713,No,N/A - Active Employee
1444,Manufacturing,52,83096,No,N/A - Active Employee
1445,Engineering,6,65110,Yes,I was not fully trained on the optical assembly workflow.
1446,Sales,26,110823,No,N/A - Active Employee
1447,Engineering,7,95930,Yes,I was not fully trained on the optical assembly workflow.
1448,Manufacturing,26,131770,Yes,"Great team, but the manufacturing shifts are difficult to sustain."
1449,Engineering,29,137095,No,N/A - Active Employee
1450,Manufacturing,48,145557,No,N/A - Active Employee
1451,Sales,27,95385,No,N/A - Active Employee
1452,Engineering,56,141157,No,N/A - Active Employee
1453,Manufacturing,9,70608,No,N/A - Active Employee
1454,Manufacturing,4,93546,Yes,I was not fully trained on the optical assembly workflow.
1455,Manufacturing,1,83935,No,N/A - Active Employee
1456,Sales,22,143079,No,N/A - Active Employee
1457,Manufacturing,12,114002,No,N/A - Active Employee
1458,Engineering,6,92927,No,N/A - Active Employee
1459,Engineering,14,73683,No,N/A - Active Employee
1460,Manufacturing,58,130469,No,N/A - Active Employee
1461,Manufacturing,48,118944,No,N/A - Active Employee
1462,Sales,2,136766,Yes,I was not fully trained on the optical assembly workflow.
1463,Manufacturing,55,99434,No,N/A - Active Employee
1464,Manufacturing,13,73491,No,N/A - Active Employee
1465,Engineering,24,90095,No,N/A - Active Employee
1466,Engineering,20,115806,No,N/A - Active Employee
1467,Sales,24,81683,No,N/A - Active Employee
1468,Manufacturing,45,66363,No,N/A - Active Employee
1469,Manufacturing,43,134099,No,N/A - Active Employee
1470,Manufacturing,36,107747,No,N/A - Active Employee
1471,Manufacturing,37,95700,No,N/A - Active Employee
1472,Manufacturing,43,109756,No,N/A - Active Employee
1473,Manufacturing,11,126463,No,N/A - Active Employee
1474,Manufacturing,24,60121,No,N/A - Active Employee
1475,Manufacturing,7,99631,Yes,I was not fully trained on the optical assembly workflow.
1476,Manufacturing,42,82881,No,N/A - Active Employee
1477,Engineering,26,68268,No,N/A - Active Employee
1478,Engineering,38,63237,No,N/A - Active Employee
1479,Manufacturing,34,99645,No,N/A - Active Employee
1480,Manufacturing,17,108956,No,N/A - Active Employee
1481,Manufacturing,9,105691,Yes,I was not fully trained on the optical assembly workflow.
1482,Manufacturing,58,130466,No,N/A - Active Employee
1483,Manufacturing,18,101205,No,N/A - Active Employee
1484,Manufacturing,7,113090,No,N/A - Active Employee
1485,Manufacturing,19,133461,No,N/A - Active Employee
1486,Manufacturing,54,119156,No,N/A - Active Employee
1487,Manufacturing,16,141976,Yes,"The floor is moving fast, and new hires need more support."
1488,Manufacturing,59,79943,No,N/A - Active Employee
1489,Manufacturing,28,130810,No,N/A - Active Employee
1490,Engineering,51,122706,No,N/A - Active Employee
1491,Engineering,39,112450,No,N/A - Active Employee
1492,Engineering,3,60337,No,N/A - Active Employee
1493,Manufacturing,31,108730,No,N/A - Active Employee
1494,Engineering,25,137261,No,N/A - Active Employee
